2430577.551616,7029581.025158
2430584.457442,7028950.823007
2430592.560116,7028211.407491
2430601.611935,7027101.460892
2430634.104981,7029800.495192
2430637.189292,7029582.110786
2430643.207325,7028953.589077
2430650.341497,7028213.252303
2430660.620348,7027097.349351
2430666.174798,7026494.959152
2430675.464478,7025554.229406
2430676.722021,7025261.372052
2431073.966306,7028228.740789
2431075.014532,7028191.033844
2431161.280764,7031036.680383
2431162.738766,7029856.462928
2431266.548926,7025501.650443
2431327.719079,7028184.957740
2431374.156978,7026121.388705
2431375.489981,7028166.917094
2431423.070266,7031037.522573
2431441.167015,7026647.974922
2431490.463176,7026048.307814
2431550.229789,7026797.033023
2431580.590949,7025992.811534
2431613.961617,7024588.332388
2431627.800828,7023055.002449
2431664.905741,7025940.480930
2431744.286815,7026460.491045
2431781.747042,7023578.607045
2431801.470756,7026162.826942
2431810.045870,7023558.971257
2431812.542256,7031038.775852
2431818.896574,7025165.303019
2431830.967416,7026406.877963
2431853.397490,7025824.132738
2431918.220195,7026352.910880
2431935.443257,6953637.610116
2431938.382228,7027838.108368
2431968.328362,7025971.734148
2431982.750577,7023871.260659
2432016.877806,6953638.114708
2432123.551805,7025658.368633
2432143.574075,6953035.656596
2432146.981876,7024137.425153
2432186.500170,7024937.901899
2432253.876675,7024310.350332
2432304.632808,7025947.069500
2432378.250665,7026067.059154
2432383.729762,7023208.402405
2432384.862962,7023065.460105
2432410.014815,6953643.900130
2432436.412728,7031139.158197
2432472.273876,7026220.307470
2432490.118329,7023066.914171
2432502.049407,7031238.466397
2432516.398460,7024734.814706
2432523.831844,7031176.611862
2432557.347197,7025390.276978
2432610.583639,7027418.854942
2432685.184868,7024631.394309
2432691.577244,7031345.626288
2432731.201836,7031295.058147
2432732.911150,7023070.148416
2432735.699531,7025681.584466
2432762.918308,7026700.214647
2432773.403524,7023186.190507
2432829.778411,7023069.294087
2432839.583181,7023949.933402
2432843.016245,7027798.969995
2432859.804926,7024521.267889
2432860.406630,7023245.358040
2432908.707387,7023924.164425
2432973.146234,7031600.582471
2432995.497239,7025118.988479
2433011.901406,6953653.465399
2433022.885308,7031557.432951
2433039.373136,7027156.994573
2433049.912485,7028137.323977
2433070.595514,6938943.506302
2433144.438543,6953654.507720
2433148.706907,6952683.206185
2433157.081562,7022879.914545
2433171.795443,7025410.679496
2433235.213295,6952444.321820
2433244.619117,6938947.865218
2433255.604331,7028473.789512
2433259.540675,6923527.472830
2433267.021959,7025604.043611
2433281.372652,7027533.635224
2433296.463501,7025586.864511
2433323.539234,7025697.109698
2433333.227535,6950374.968676
2433392.204123,7028390.685675
2433436.065912,7025880.371142
2433458.043230,6956792.519817
2433458.561602,6957055.585236
2433459.912977,6955872.396657
2433461.200704,6956338.492838
2433465.309948,7025861.298346
2433465.743674,6955317.987333
2433481.583210,7026884.208045
2433487.062529,7027870.015785
2433490.973611,6950375.885669
2433511.307231,6957364.519329
2433527.824587,6957236.072407
2433617.487793,7032617.848153
2433633.255150,7023090.298310
2433651.762659,7026234.099109
2433669.142546,7032578.181237
2433670.115969,6957375.537024
2433681.583466,7026213.356697
2433684.615892,7028193.284724
2433686.922366,7026347.673357
2433692.980897,7028207.028608
2433693.005687,7028207.013471
2433718.847827,7027268.834245
2433778.704663,7026298.308627
2433857.802601,7026649.824328
2433859.838030,6953661.641564
2433921.823799,7027604.168548
2433964.306814,7026587.018244
2433972.727568,7026582.052482
2434086.755228,6953663.816101
2434190.684154,7026417.134504
2434215.250705,7026456.849648
2434278.533715,7023042.398144
2434286.128516,7023088.018459
2434298.328623,6942443.487491
2434309.956881,6942170.411266
2434319.100563,6941920.223774
2434321.441110,6938813.210959
2434322.258037,6957419.502487
2434324.138283,7032235.260663
2434326.989655,6941671.469678
2434334.613000,6941420.163423
2434338.322638,6941312.158061
2434358.839657,6940529.054640
2434369.904924,6940094.051573
2434375.716920,6939582.934157
2434376.275646,6939842.125240
2434390.246747,6939430.481706
2434396.058743,6939183.920192
2434404.769027,6938931.577520
2434455.818794,6938163.624332
2434519.817682,7032348.024874
2434533.391801,7032439.290767
2434542.205432,6957433.954230
2434542.322230,6936701.977321
2434547.075173,6936429.584493
2434549.067295,6935889.902501
2434549.117492,6936273.472272
2434557.795624,6935565.199411
2434558.265439,6935297.784919
2434561.350735,6934934.352247
2434566.062668,6934479.622514
2434566.305450,6942705.554553
2434566.849084,6934430.794527
2434568.895996,6934176.582765
2434572.097105,6933954.688196
2434573.440934,7026181.999804
2434575.942241,6929800.384169
2434577.761135,6930319.167908
2434579.125306,6930036.360075
2434598.306042,7026221.592245
2434620.364725,7033262.783215
2434641.415536,6930323.715143
2434645.833834,7033202.995276
2434648.235732,6929825.846060
2434671.650711,6953664.045103
2434822.401394,7023035.897829
2434827.918443,7023080.608041
2434895.285107,7025984.284648
2434920.867404,7026023.487654
2434927.054400,7033390.449626
2434942.891967,7033326.546867
2434962.416206,6928119.450195
2435022.433146,6928169.010135
2435122.900465,6951592.138813
2435278.068790,6924457.302335
2435320.730122,7023028.646531
2435322.823293,7023073.154316
2435329.742571,7025714.323902
2435355.520078,7025755.138453
2435404.815255,6927232.834186
2435432.955947,6935899.103927
2435447.098964,6927145.991184
2435451.646527,6927286.030930
2435465.249518,6934473.317080
2435484.215359,6927217.904426
2435534.086979,7031882.740371
2435620.366005,7033677.842752
2435622.274794,7025533.519802
2435624.910616,6944775.934270
2435641.285255,6956318.651014
2435641.669441,7033618.214918
2435651.945011,6924677.559113
2435653.555244,7025570.757916
2435660.468287,6956034.044300
2435661.552275,7033090.456788
2435661.955161,6945957.858415
2435667.689402,7032574.138595
2435673.984337,6945310.642518
2435674.087355,7031940.618208
2435683.276313,6952192.792140
2435699.576149,6946142.873465
2435699.779561,6953698.753695
2435703.174239,6954165.610373
2435705.049891,6944775.809270
2435712.941608,7033716.179618
2435726.210610,6955185.111286
2435728.459621,7033653.735517
2435745.639705,6957524.279180
2435745.890361,6954826.600848
2435762.631797,6957284.521129
2435813.941406,6957287.700585
2435856.068290,6957422.687520
2435907.564578,7023018.980868
2435909.579994,7023064.989306
2435918.926760,7025350.556257
2435962.674376,7025380.012891
2435962.701279,6925938.829228
2436048.180110,6925977.931184
2436060.507842,6957546.457613
2436067.023905,6945832.375071
2436087.524520,6945733.344101
2436106.833208,6925571.451026
2436113.267907,7023806.757179
2436131.746544,6926830.017406
2436132.490309,6944775.143589
2436172.079469,6946564.485811
2436200.041027,6925612.372204
2436224.128577,7023038.307601
2436232.324427,7025111.830356
2436248.575707,6945827.362613
2436275.350588,7025137.282405
2436290.981462,6944767.744654
2436300.517204,6944534.299255
2436317.050964,6930604.976392
2436319.621169,6925060.397258
2436365.766746,7033914.592935
2436369.606961,7033849.975610
2436392.975353,6927119.335069
2436395.290637,6930698.925351
2436406.931361,7032580.289173
2436416.171500,6925086.482835
2436482.899385,6943075.676844
2436551.720770,7024726.859670
2436561.963204,6924468.410253
2436593.728888,7024749.409493
2436613.747221,6926004.829096
2436615.614343,6924337.008941
2436657.444640,6924505.693315
2436658.361305,6927408.440134
2436707.040997,6956105.374538
2436708.823146,6924379.294289
2436722.875611,6955926.813543
2436724.360189,6955274.674099
2436754.258751,6946994.249059
2436766.786941,7024303.815896
2436767.078279,6949950.274315
2436774.851557,6949392.619919
2436778.343676,6948853.670537
2436780.977529,6948651.927502
2436788.169772,6948431.543429
2436791.419438,6947864.457621
2436794.703224,6947683.949451
2436797.928611,6947397.651796
2436807.815402,7024323.705292
2436843.904241,6925351.022333
2436858.565629,6925322.194634
2436859.018712,7032584.050648
2436895.466146,7031938.641178
2436926.668839,6927699.843750
2436937.855496,6949952.819257
2436939.498538,6951301.391035
2436939.777081,6926195.203387
2436943.657650,6925182.409809
2436944.246888,6949611.405898
2436951.848907,7031944.698580
2436952.339063,6949292.035146
2436956.153032,6948862.619010
2436959.280650,6925419.141291
2436973.521764,6948433.177284
2436975.870840,6947871.653800
2436978.259615,6948148.381265
2436978.882973,7023879.703228
2436979.712040,6947584.677012
2436980.138548,6925395.079003
2437007.420974,7023053.460129
2437012.309416,7033952.692268
2437012.785793,7023005.026827
2437014.600422,7033888.291478
2437027.026906,6950239.307530
2437064.378209,6923259.429403
2437081.377519,6924951.244261
2437125.280318,7023453.525930
2437152.171341,6924566.986499
2437156.677237,6923297.622240
2437164.193955,7023456.321528
2437165.581747,7023003.500912
2437168.370783,7023049.992617
2437184.447523,6956144.871178
2437225.549803,6957625.475828
2437233.968749,6930472.881511
2437261.737067,6957305.094579
2437261.865675,6926380.591468
2437323.430513,7031485.486572
2437344.970168,6925421.161628
2437363.986534,6922530.523380
2437364.228003,7023048.515585
2437373.246358,7023001.282412
2437377.950417,6930559.554894
2437402.234161,6924497.313410
2437418.824023,6923598.812254
2437427.660619,6949012.701387
2437456.750128,6922567.870747
2437465.638890,6923422.164314
2437483.124747,6925188.843195
2437508.078109,6925744.817805
2437529.957987,6925721.999281
2437556.963510,6949239.797718
2437558.859832,6955946.776102
2437559.112784,6922320.831543
2437579.256773,6948028.815888
2437581.598303,6948277.760272
2437583.018248,6926564.106849
2437590.352223,6919530.232137
2437602.281005,6921951.361481
2437607.260982,6913139.727201
2437624.112982,7030897.168195
2437629.366581,6947760.788208
2437635.812106,6919306.441246
2437636.360333,6914967.521118
2437653.953146,7032582.306229
2437674.345493,6949467.046279
2437682.461619,6923652.903682
2437695.987182,6921990.262978
2437696.840527,6947501.417336
2437717.026182,6951424.084360
2437736.669516,6923467.186205
2437755.065804,6925661.462985
2437764.911585,7033151.424513
2437768.670436,6915594.971963
2437788.300318,6924865.236231
2437790.593620,6949697.139651
2437808.113927,6922431.867738
2437824.751689,7033720.731774
2437844.858932,7033782.712293
2437846.440293,6919427.269088
2437870.726662,7029187.514790
2437914.166208,6914555.585262
2437917.911607,6921189.541154
2437927.138623,6925980.463331
2437927.582520,6924935.509712
2437927.939802,7026245.371725
2437934.111050,7022993.122652
2437935.588409,7023041.948013
2437941.578555,7024612.121382
2437960.262572,6919636.438289
2437978.802562,7030188.103340
2437981.705443,6925497.423943
2437986.886863,7029223.923182
2438000.842544,6921882.210701
2438007.485247,6919585.674283
2438012.770669,6921224.078487
2438053.778133,6928001.362504
2438064.448388,7033072.353805
2438067.500875,6957683.373678
2438069.009402,6923329.154985
2438070.243980,7032754.001096
2438072.809263,7033637.052479
2438089.352209,7033698.309575
2438110.708138,6926101.129756
2438112.659249,6927994.576101
2438119.097885,6951589.445905
2438134.836042,6921666.517891
2438157.226745,7030016.629274
2438207.685306,7023785.696854
2438209.148229,6926860.801137
2438233.726264,6923093.235181
2438234.257431,6920418.165072
2438236.313201,6924563.517018
2438237.993972,6921434.297554
2438250.045785,6957696.758822
2438266.439782,6926883.839149
2438285.545058,6924905.532738
2438316.973145,6923401.524919
2438327.933425,6920462.273908
2438335.195221,6920174.004143
2438345.198154,6917055.843385
2438347.858582,6921209.631337
2438356.477331,6928925.255013
2438368.862149,7023036.967708
2438375.984838,7022989.589522
2438376.878209,6922736.033140
2438407.488384,6919995.316837
2438411.292510,6928897.603166
2438414.697687,6922508.223228
2438430.004415,6922970.145861
2438438.670408,6920196.049047
2438467.709720,7023036.014954
2438471.760237,7022986.723714
2438474.895729,6926354.978002
2438486.611257,6924718.755552
2438504.744095,6926303.028959
2438514.337580,6920006.684268
2438526.614130,6916962.634254
2438533.770612,6926389.065860
2438540.708262,6919593.384242
2438556.965447,6922287.166584
2438564.276128,6926337.220819
2438570.472310,6923159.237018
2438589.765907,6924377.429792
2438591.182242,6923561.731948
2438595.022130,6951500.076990
2438602.544096,6919331.036997
2438621.132314,6920582.912118
2438628.345226,7022983.856922
2438630.562413,6919701.466046
2438644.374065,6918130.240186
2438645.052213,6957720.459890
2438663.016088,6917400.487381
2438667.720803,6929500.974334
2438721.081261,6929469.872691
2438726.216093,6919359.680969
2438748.040524,6917742.856775
2438749.308566,6923884.546919
2438773.970263,6923297.904063
2438792.085384,6924810.020462
2438802.007936,6926278.282617
2438802.784181,6922137.243983
2438818.515121,6918318.020979
2438832.347442,6921079.494130
2438844.204374,6923646.372199
2438847.453055,6924438.523173
2438861.718447,6920586.003647
2438864.024216,6925636.846564
2438900.031034,6923079.098727
2438919.244906,6925653.889509
2438931.761942,7023011.502536
2438958.064054,6926606.370216
2438962.253679,6930037.171425
2438971.318621,6925077.729244
2438973.254969,6924032.669326
2438982.197208,6924817.443019
2439009.723072,6921324.718705
2439017.866100,6924555.810340
2439019.846411,6930036.064472
2439030.351311,6925080.038623
2439041.383442,6924819.311126
2439053.240701,6926436.019506
2439071.113697,6923813.853163
2439075.120907,6924575.526508
2439091.324615,6925725.198093
2439099.744217,6930291.744078
2439111.367882,6923216.340250
2439157.162081,6930289.416655
2439166.133848,6930417.264497
2439179.237169,6920540.095275
2439196.778800,6921542.195633
2439218.984136,6923956.482143
2439229.590086,6922474.907350
2439230.620596,6930421.159830
2439234.993291,6923001.661218
2439248.582830,6924688.351086
2439272.505683,6923985.287531
2439318.254279,6921076.554175
2439327.677488,6920768.203086
2439337.158769,6926586.441450
2439348.489455,6925878.175478
2439350.405461,6923413.647270
2439357.468111,6920551.491249
2439358.693174,6930772.810045
2439372.056665,6920189.820713
2439427.332473,6930776.228018
2439446.273708,6924062.534424
2439472.215585,6919613.365501
2439477.209342,6922415.478007
2439557.853865,6921114.655805
2439604.593273,6923291.097975
2439610.868851,6931246.004309
2439657.353010,6920389.839998
2439663.716186,6931221.569647
2439676.643326,6920812.847354
2439682.497973,6925335.504975
2439697.038298,6921235.297296
2439705.920170,6922105.728954
2439714.469366,6920603.998034
2439715.388983,6921336.670125
2439771.627388,6931673.874516
2439773.794378,6924016.389503
2439786.135889,6923226.539705
2439791.503989,6923101.475979
2439799.068934,6925552.314909
2439819.496059,6923277.077333
2439824.482597,6931649.302715
2439831.626284,6931845.611377
2439866.478904,6924674.835365
2439889.606483,6931832.501496
2439893.511987,6923925.636076
2439897.104499,6920934.406166
2439922.711075,6925733.487119
2439985.397302,6920437.621070
2439992.154178,6924332.242546
2439999.642352,6932318.935562
2440024.594402,6943549.407524
2440027.824054,6920778.427475
2440033.390316,6921461.965150
2440054.061534,6932298.242690
